,Road,Name,LRP,Offset,Chainage,LRP_2,Offset_2,Chainage_2,(Km),Heavy Truck,Medium Truck,Small Truck,Large Bus,Medium Bus,Micro Bus,Utility,Car,Auto Rickshaw,Motor Cycle,Bi-Cycle,Cycle Rickshaw,Cart,Motorized,Non Motorized,Total AADT,(AADT),type,identified_roads,base_road,condition,lat,lon
8298,R743-1,Jibannagar(int.with R748)-Duttanagar(int.with Z7023),LRPS,0,0.0,LRPE,0,4.86,4.860,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,*  NS,road,"['R748', 'Z7023']",R743,,23.420916,88.8222493
8299,R745-1,Kushtia (Trimohoni)-Mirpur Bus stand(int.with Z7451),LRPS,0,0.0,LRP011,140,9.906,9.906,9.0,257.0,225.0,152.0,127.0,104.0,9.0,35.0,1298.0,1903.0,1917.0,977.0,0.0,4119.0,2894.0,7013.0,7013.0,road,['Z7451'],R745,,23.9319716,89.0892219
8300,,.,,,0.804,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,C,23.9315862303921,89.0814601509803
8301,,.,,,1.704,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,D,23.9307576712053,89.072670590625
8302,,,,,2.759,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.9295313019157,89.0628018616858
8303,,.,,,2.759,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,B,23.9295313019157,89.0628018616858
8304,,.,,,4.473,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,C,23.9279661392857,89.0458263410714
8305,,.,,,5.097,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.9288819041322,89.0397662301652
8306,,.,,,5.242,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,B,23.9290565042857,89.0383758342857
8307,,Syphoon Bridge,,,5.242,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,B,23.9290565042857,89.0383758342857
8308,,.,,,5.923,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.9301277486486,89.0318372054054
8309,,.,,,6.579,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.9321332101382,89.0257105777265
8310,,Nawapara Bazar Bridge,,,7.471,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.9322020651239,89.0170087310743
8311,,.,,,7.471,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.9322020651239,89.0170087310743
8312,,.,,,7.987,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.9316719827135,89.0119848522613
8313,,.,,,8.711,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,B,23.9313687758793,89.0048903798995
8314,R745-2,Mirpur Bus stand(int.with Z7451)-Sadarpur (int.with Z7465),LRP011,140,9.906,LRP020,40,18.809,8.903,9.0,257.0,225.0,152.0,127.0,104.0,9.0,35.0,1298.0,1903.0,1917.0,977.0,0.0,4119.0,2894.0,7013.0,7013.0,road,"['Z7451', 'Z7465']",R745,,23.9306382,88.9931386
8315,,.,,,10.041,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,B,23.9305148348684,88.991855655921
8316,,.,,,11.036,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.9286403074074,88.9824047481481
8317,,.,,,11.618,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.924811293265,88.9786102357247
8318,,Nawda para Bridge,,,12.414,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.9192983795128,88.9736420911174
8319,,.,,,12.414,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,D,23.9192983795128,88.9736420911174
8320,,.,,,12.814,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.9165259941176,88.9710924794117
8321,,Nalda Bridge,,,12.814,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,C,23.9165259941176,88.9710924794117
8322,,.,,,14.225,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.9115186736842,88.9584221625
8323,,.,,,14.702,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.909949897463,88.9540529553911
8324,,.,,,15.702,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.907549911151,88.944596041187
8325,,.,,,16.178,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,C,23.9070087044247,88.9418190924778
8326,,.,,,17.09,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,C,23.9061040026699,88.9310525200242
8327,,Amla bridge,,,17.561,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.90558007233,88.9264636424757
8328,,Amla Bridge,,,17.561,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,B,23.90558007233,88.9264636424757
8329,R745-3,Sadarpur (int.with Z7465)-Bamundi (int.with Z7456),LRP020,40,18.809,LRP030,1080,29.869,11.060,9.0,257.0,225.0,152.0,127.0,104.0,9.0,35.0,1298.0,1903.0,1917.0,977.0,0.0,4119.0,2894.0,7013.0,7013.0,road,"['Z7465', 'Z7456']",R745,,23.9023056,88.9148333
8330,,.,,,19.244,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.9012867482849,88.9107121189973
8331,,Khalishakundi Bridge,,,23.304,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.8920715550458,88.8726939917431
8332,,Khalishakundi Bridge,,,23.304,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.8920715550458,88.8726939917431
8333,,.,,,24.773,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.8923340329648,88.8585929867336
8334,,.,,,26.338,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.8891393681063,88.8436886857142
8335,,.,,,27.007,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,C,23.8874928367346,88.8373618228571
8336,,.,,,28.258,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,C,23.8852624441,88.8254248794999
8337,R745-4,Bamundi (int.with Z7456)-Gangni(int.with Z7452),LRP030,1080,29.869,LRP041,775,40.569,10.700,9.0,257.0,225.0,152.0,127.0,104.0,9.0,35.0,1298.0,1903.0,1917.0,977.0,0.0,4119.0,2894.0,7013.0,7013.0,road,"['Z7456', 'Z7452']",R745,,23.8889719,88.8108056
8338,,.,,,30.586,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,C,23.8898153545081,88.8038401213114
8339,,.,,,31.612,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,C,23.8831707125,88.7971892560714
8340,,.,,,32.487,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,C,23.8771088809651,88.7917849142091
8341,,Tirail Bridge,,,33.225,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,C,23.8733858601147,88.7884575163558
8342,,.,,,33.977,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.8664609018691,88.782597021028
8343,,.,,,35.247,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.8574233179518,88.7753465022891
8344,,.,,,36.302,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.8497446649155,88.7692596245778
8345,,.,,,36.317,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.8496352099437,88.7691728497185
8346,,.,,,37.745,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,C,23.8390411158,88.7610553855
8347,,.,,,38.825,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,C,23.8304885894117,88.7563101247058
8348,,.,,,39.765,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.8231431413114,88.7518855805464
8349,R745-5,Gangni(int.with Z7452)-Int.with Z7467,LRP041,775,40.569,LRP049,838,48.623,8.054,9.0,257.0,225.0,152.0,127.0,104.0,9.0,35.0,1298.0,1903.0,1917.0,977.0,0.0,4119.0,2894.0,7013.0,7013.0,road,"['Z7452', 'Z7467']",R745,,23.8171938,88.7491108
8350,,.,,,41.742,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.8139464327272,88.7382124593939
8351,,.,,,41.907,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.813482675,88.7367045375
8352,,.,,,42.667,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.8112021926701,88.729724309424
8353,,.,,,43.81,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.8075370206763,88.7192099835748
8354,,.,,,44.305,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.8059520483871,88.7146889951612
8355,,.,,,45.706,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,D,23.8017307999999,88.7017896993858
8356,,.,,,46.443,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,C,23.8006310543448,88.6947431801379
8357,,.,,,47.344,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.796652992,88.6872624
8358,,.,,,47.703,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.7947690291428,88.6843154045714
8359,,.,,,48.244,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.7919955,88.679907695
8360,R745-6,Int.with Z7467-Meherpur(int.with R746),LRP049,838,48.623,LRP054,970,53.74,5.117,9.0,257.0,225.0,152.0,127.0,104.0,9.0,35.0,1298.0,1903.0,1917.0,977.0,0.0,4119.0,2894.0,7013.0,7013.0,road,"['Z7467', 'R746']",R745,,23.7901108,88.6768049
8361,,.,,,48.655,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.7899461777777,88.6765415320987
8362,,.,,,50.108,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,B,23.7830976857558,88.6643516764534
8363,,.,,,51.198,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.7783273983529,88.6550566868235
8364,,.,,,51.623,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,B,23.7782020446956,88.6510058605217
8365,,.,,,52.022,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.7786114176,88.6465597999999
8366,R745-7,Meherpur(int.with R746)-Chuadanga(int.with R748),LRP054,970,53.74,LRP079,1870,79.325,25.585,9.0,257.0,225.0,152.0,127.0,104.0,9.0,35.0,1298.0,1903.0,1917.0,977.0,0.0,4119.0,2894.0,7013.0,7013.0,road,"['R746', 'R748']",R745,,23.7671104,88.6403886
8367,,.,,,54.481,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.7636276091603,88.6468145622137
8368,,.,,,55.494,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,D,23.7591440808759,88.6554627272992
8369,,.,,,57.086,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,B,23.7523495022988,88.6692474988505
8370,,Amjupi Bridge,,,57.647,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.7504578916221,88.6743373076648
8371,,Amjupi Bridge.,,,57.647,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.7504578916221,88.6743373076648
8372,,.,,,59.169,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,C,23.7454755006451,88.6879138529032
8373,,Dindatta Bridge.,,,61.36,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.7379272544464,88.7078539562613
8374,,Din Datta Bridge,,,61.36,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,B,23.7379272544464,88.7078539562613
8375,,.,,,61.497,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.7372480411764,88.709022917647
8376,,.,,,62.57,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.7320187852713,88.7177362768733
8377,,.,,,63.494,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,B,23.727477918421,88.7254859264473
8378,,.,,,63.945,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.7253708253333,88.7290604666666
8379,,.,,,65.63,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.7196767783653,88.7442976198317
8380,,.,,,66.062,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.7183763142857,88.7485425085714
8381,,.,,,67.193,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.7149785506726,88.7590260762331
8382,,.,,,67.941,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.7132661032786,88.7662071021857
8383,,.,,,69.769,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.7062932473372,88.7822075757396
8384,,.,,,71.135,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.700720855,88.79405803
8385,,.,,,71.687,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.6975580869565,88.7981659608695
8386,,Gokul Khali Bridge,,,71.687,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.6975580869565,88.7981659608695
8387,,.,,,72.553,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.6915075463736,88.8033806767033
8388,,.,,,75.222,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.6716037570967,88.8178111070967
8389,,.,,,76.209,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.6665336945374,88.8238609406167
8390,,.,,,76.613,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.6641730889156,88.8264000318072
8391,,.,,,77.433,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.6588369947368,88.831664451228
8392,,.,,,78.393,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.6520860534124,88.8393721557863
8393,,Chuadanga Bridge.,,,78.936,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.6489603992792,88.8422387282882
8394,,Mathabhanga Bridge,,,78.936,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,C,23.6489603992792,88.8422387282882
8395,R745-8,Chuadanga(int.with R748)-Chuadanga(int.with R747),LRP079,1870,79.325,LRP079,2915,80.37,1.045,9.0,257.0,225.0,152.0,127.0,104.0,9.0,35.0,1298.0,1903.0,1917.0,977.0,0.0,4119.0,2894.0,7013.0,7013.0,road,"['R748', 'R747']",R745,,23.6453052,88.8451108
8396,,.,,,80.053,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,C,23.6434574099465,88.8512833207486
8397,R745-9,Chuadanga(int.with R747)-Dakbanglow Bazar(int.with Z7460),LRP079,2915,80.37,LRP103,250,101.975,21.605,9.0,257.0,225.0,152.0,127.0,104.0,9.0,35.0,1298.0,1903.0,1917.0,977.0,0.0,4119.0,2894.0,7013.0,7013.0,road,"['R747', 'Z7460']",R745,,23.6426663,88.85425
8398,,.,,,81.685,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.6342946625,88.8606301874999
8399,,.,,,84.906,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.6146197856035,88.8779622826135
8400,,Haidarpur Bridge,,,84.906,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.6146197856035,88.8779622826135
8401,,.,,,87.202,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.6064145651886,88.8970349835849
8402,,.,,,88.918,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.6015772724637,88.9131951756521
8403,,.,,,89.812,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.5979949970297,88.920865020297
8404,,.,,,91.072,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.5915725925,88.9320912275
8405,,.,,,94.009,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.5766577084999,88.95459509775
8406,,.,,,95.514,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.5705365728,88.9680063364
8407,,.,,,96.659,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.5663541258426,88.9785252629213
8408,,.,,,98.102,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.564011956129,88.9915893743548
8409,,.,,,98.717,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.56319137,88.9976859972727
8410,,.,,,99.644,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,C,23.5619456911267,89.0067957794366
8411,R745-10,Dakbanglow Bazar(int.with Z7460)-DC Office(int.with Z7457),LRP103,250,101.975,LRP116,159,114.975,13.000,9.0,257.0,225.0,152.0,127.0,104.0,9.0,35.0,1298.0,1903.0,1917.0,977.0,0.0,4119.0,2894.0,7013.0,7013.0,road,"['Z7460', 'Z7457']",R745,,23.5605556,89.029666
8412,,.,,,103.402,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.5631446096666,89.043448829
8413,,.,,,104.27,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.5634260826388,89.0519092256944
8414,,.,,,104.869,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.5629328277227,89.0577418827722
8415,,.,,,105.696,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.5621140158415,89.0658390315841
8416,,.,,,108.504,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.5562847448979,89.0927362145124
8417,,.,,,108.994,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,B,23.5540559818897,89.0971972383202
8418,,.,,,109.597,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,B,23.5516991986622,89.1025189645485
8419,,.,,,109.985,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,B,23.5501710111111,89.1060139222222
8420,,.,,,111.97,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,B,23.5466285017241,89.12496005
8421,,.,,,112.928,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,B,23.5461978469565,89.1344261995652
8422,,.,,,113.343,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,B,23.5461219,89.13852188
8423,,.,,,114.425,,,,,,,,,,,,,,,,,,,,,,bridge,,R745,A,23.5460090859154,89.1491585
8424,R745-11,DC Office(int.with Z7457)-Int.with N712,LRP116,159,114.975,LRP116,1202,116.018,1.043,4.0,231.0,127.0,106.0,84.0,56.0,27.0,35.0,958.0,939.0,627.0,478.0,0.0,2567.0,1105.0,3672.0,3672.0,road,"['Z7457', 'N712']",R745,,23.5458886,89.1548056
8426,R745-12R,Int.with N712-Jhinaidah(int.with N703) (Right),LRP116,1202,116.018,LRPE,0,116.818,0.800,4.0,231.0,127.0,106.0,84.0,56.0,27.0,35.0,958.0,939.0,627.0,478.0,0.0,2567.0,1105.0,3672.0,3672.0,road,"['N712', 'N703']",R745,,23.5456386,89.1651389
8427,R746-1,Meherpur(College More) int.with R745- Muaibnagar(int.with R749),LRPS,0,0.0,LRP013,960,13.84,13.840,9.0,257.0,225.0,152.0,127.0,104.0,9.0,35.0,1298.0,1903.0,1917.0,977.0,0.0,4119.0,2894.0,7013.0,7013.0,road,"['R745', 'R749']",R746,,23.7669716,88.6404163
8428,,.,,,5.332,,,,,,,,,,,,,,,,,,,,,,bridge,,R746,B,23.7406293516,88.6201555484
8429,,Monakhalir Bridge,,,6.857,,,,,,,,,,,,,,,,,,,,,,bridge,,R746,A,23.7203075158536,88.6152146390244
8430,,Monakhali bridge,,,6.857,,,,,,,,,,,,,,,,,,,,,,bridge,,R746,C,23.7203075158536,88.6152146390244
8431,,.,,,7.033,,,,,,,,,,,,,,,,,,,,,,bridge,,R746,B,23.7189000578651,88.6147997007865
8432,,.,,,7.155,,,,,,,,,,,,,,,,,,,,,,bridge,,R746,A,23.7178910904494,88.6145103140449
8433,,.,,,7.522,,,,,,,,,,,,,,,,,,,,,,bridge,,R746,A,23.7148559179775,88.6136397817977
8434,,.,,,7.769,,,,,,,,,,,,,,,,,,,,,,bridge,,R746,A,23.7128131724719,88.6130538922472
8435,,.,,,7.859,,,,,,,,,,,,,,,,,,,,,,bridge,,R746,A,23.7127222,88.612303607
8436,,.,,,8.167,,,,,,,,,,,,,,,,,,,,,,bridge,,R746,A,23.710729274054,88.6108776413513
8437,,.,,,8.272,,,,,,,,,,,,,,,,,,,,,,bridge,,R746,A,23.7097990875675,88.6105623291892
8438,,.,,,9.077,,,,,,,,,,,,,,,,,,,,,,bridge,,R746,A,23.70377643,88.6067152999999
8439,,.,,,9.717,,,,,,,,,,,,,,,,,,,,,,bridge,,R746,A,23.6998603047142,88.6031728285714
8440,,.,,,10.861,,,,,,,,,,,,,,,,,,,,,,bridge,,R746,A,23.6906481554545,88.6043132790909
8441,,.,,,11.594,,,,,,,,,,,,,,,,,,,,,,bridge,,R746,A,23.6842482104166,88.6046375510416
8442,,.,,,12.233,,,,,,,,,,,,,,,,,,,,,,bridge,,R746,A,23.6786399930985,88.6047743074647
8443,,.,,,12.838,,,,,,,,,,,,,,,,,,,,,,bridge,,R746,A,23.6732832822222,88.6048333
8444,,.,,,13.006,,,,,,,,,,,,,,,,,,,,,,bridge,,R746,A,23.6718301061538,88.6047615123076
8445,R746-2,Muaibnagar(int.with R749)-Mujibnagar Srimity Shoudha,LRP013,960,13.84,LRPE,0,15.636,1.796,9.0,257.0,225.0,152.0,127.0,104.0,9.0,35.0,1298.0,1903.0,1917.0,977.0,0.0,4119.0,2894.0,7013.0,7013.0,road,['R749'],R746,,23.6644722,88.6042222
8446,R747-1,Bottoli-Halsha Rail Bazar(int.with Z7465),LRPS,0,0.0,LRP013,1365,13.374,13.374,4.0,199.0,133.0,54.0,168.0,64.0,27.0,42.0,1109.0,931.0,713.0,920.0,0.0,2731.0,1633.0,4364.0,4364.0,road,['Z7465'],R747,,23.8800827,89.0921663
8447,,.,,,0.422,,,,,,,,,,,,,,,,,,,,,,bridge,,R747,D,23.8795390057142,89.0879163342857
8448,,.,,,2.232,,,,,,,,,,,,,,,,,,,,,,bridge,,R747,A,23.8718660662162,89.0728521986486
8449,,.,,,2.996,,,,,,,,,,,,,,,,,,,,,,bridge,,R747,A,23.8689946524777,89.0663043035578
8450,,.,,,3.661,,,,,,,,,,,,,,,,,,,,,,bridge,,R747,C,23.8668761815748,89.0600717845669
8451,,.,,,4.312,,,,,,,,,,,,,,,,,,,,,,bridge,,R747,C,23.8648697025641,89.0540723038461
8452,,.,,,4.522,,,,,,,,,,,,,,,,,,,,,,bridge,,R747,C,23.8640732363636,89.0522222636363
8453,,.,,,5.114,,,,,,,,,,,,,,,,,,,,,,bridge,,R747,C,23.86128612,89.04768021
8454,,.,,,5.231,,,,,,,,,,,,,,,,,,,,,,bridge,,R747,C,23.8602883674,89.0473714587
8455,,.,,,6.161,,,,,,,,,,,,,,,,,,,,,,bridge,,R747,C,23.8523761565853,89.0449466634146
8456,,.,,,8.127,,,,,,,,,,,,,,,,,,,,,,bridge,,R747,A,23.8392825259016,89.0342197567213
8457,,.,,,8.899,,,,,,,,,,,,,,,,,,,,,,bridge,,R747,A,23.8353255237113,89.0285174515463
8458,,Baksu Bridge,,,8.899,,,,,,,,,,,,,,,,,,,,,,bridge,,R747,C,23.8353255237113,89.0285174515463
8459,,.,,,9.551,,,,,,,,,,,,,,,,,,,,,,bridge,,R747,A,23.8342972642857,89.0227413642857
8460,,.,,,11.198,,,,,,,,,,,,,,,,,,,,,,bridge,,R747,A,23.8310698777923,89.0078078989487
8461,,,,,11.198,,,,,,,,,,,,,,,,,,,,,,bridge,,R747,A,23.8310698777923,89.0078078989487
8462,R747-2,Halsha Rail Bazar(int.with Z7465)-Alamdanga(int.with Z7456),LRP013,1365,13.374,LRP024,2037,25.265,11.891,4.0,199.0,133.0,54.0,168.0,64.0,27.0,42.0,1109.0,931.0,713.0,920.0,0.0,2731.0,1633.0,4364.0,4364.0,road,"['Z7465', 'Z7456']",R747,,23.8145556,88.998833
8463,R747-3,Alamdanga(int.with Z7456)-Chuadanga,LRP024,2037,25.265,LRPE,0,43.468,18.203,4.0,199.0,133.0,54.0,168.0,64.0,27.0,42.0,1109.0,931.0,713.0,920.0,0.0,2731.0,1633.0,4364.0,4364.0,road,['Z7456'],R747,,23.7680271,88.945583
8464,,Alamdanga Bridge,,,26.61,,,,,,,,,,,,,,,,,,,,,,bridge,,R747,A,23.7602875647668,88.9357436116062
8465,,Alamdanga Bridge,,,26.61,,,,,,,,,,,,,,,,,,,,,,bridge,,R747,A,23.7602875647668,88.9357436116062
8466,,.,,,28.226,,,,,,,,,,,,,,,,,,,,,,bridge,,R747,A,23.749246229666,88.9256346310412
8467,,.,,,28.34,,,,,,,,,,,,,,,,,,,,,,bridge,,R747,A,23.748508969941,88.9248973937131
8468,,.,,,33.173,,,,,,,,,,,,,,,,,,,,,,bridge,,R747,A,23.7164676001602,88.8947146806089
8469,,.,,,35.746,,,,,,,,,,,,,,,,,,,,,,bridge,,R747,A,23.7031432816849,88.8798492615384
8470,,.,,,37.587,,,,,,,,,,,,,,,,,,,,,,bridge,,R747,A,23.6889920693359,88.8740332026367
8471,,.,,,40.172,,,,,,,,,,,,,,,,,,,,,,bridge,,R747,C,23.6687506490322,88.8653772858064
8472,,.,,,41.516,,,,,,,,,,,,,,,,,,,,,,bridge,,R747,A,23.6576729361233,88.8609741416299
8473,,.,,,42.13,,,,,,,,,,,,,,,,,,,,,,bridge,,R747,C,23.6526321064,88.8591935896
8474,,.,,,42.486,,,,,,,,,,,,,,,,,,,,,,bridge,,R747,A,23.6499619996,88.8573542444
8475,,.,,,42.935,,,,,,,,,,,,,,,,,,,,,,bridge,,R747,A,23.6467229982608,88.8551302043478
8476,R748-1,Chuadanga-Darsana(int.with R749),LRPS,0,0.0,LRP018,340,18.375,18.375,9.0,257.0,225.0,152.0,127.0,104.0,9.0,35.0,1298.0,1903.0,1917.0,977.0,0.0,4119.0,2894.0,7013.0,7013.0,road,['R749'],R748,,23.6453052,88.8450552
8477,,.,,,5.533,,,,,,,,,,,,,,,,,,,,,,bridge,,R748,A,23.621491097037,88.8004981148148
8478,,.,,,6.158,,,,,,,,,,,,,,,,,,,,,,bridge,,R748,A,23.6188967758241,88.7951083703296
8479,,.,,,7.685,,,,,,,,,,,,,,,,,,,,,,bridge,,R748,A,23.6100323131541,88.7845363902404
8480,,.,,,15.395,,,,,,,,,,,,,,,,,,,,,,bridge,,R748,A,23.547798092,88.791685772
8481,,.,,,16.718,,,,,,,,,,,,,,,,,,,,,,bridge,,R748,A,23.5407949677725,88.8016535023696
8482,,.,,,17.189,,,,,,,,,,,,,,,,,,,,,,bridge,,R748,A,23.5369680883561,88.8028889
8483,R748-2,Darsana(int.with R749)-Khalishpur(int.with Z7023),LRP018,340,18.375,LRP044,533,44.678,26.303,4.0,231.0,127.0,106.0,84.0,56.0,27.0,35.0,958.0,939.0,627.0,478.0,0.0,2567.0,1105.0,3672.0,3672.0,road,"['R749', 'Z7023']",R748,,23.5272771,88.8076944
8484,,.,,,20.964,,,,,,,,,,,,,,,,,,,,,,bridge,,R748,A,23.5068472230612,88.8194000812244
8485,,.,,,22.053,,,,,,,,,,,,,,,,,,,,,,bridge,,R748,A,23.4999417170731,88.8269010536585
8486,,.,,,23.835,,,,,,,,,,,,,,,,,,,,,,bridge,,R748,A,23.4865661868686,88.8343663080808
8487,,Laxmipur Bridge,,,30.355,,,,,,,,,,,,,,,,,,,,,,bridge,,R748,A,23.4319457281853,88.8240536953668
8488,,.,,,30.355,,,,,,,,,,,,,,,,,,,,,,bridge,,R748,A,23.4319457281853,88.8240536953668
8489,,.,,,32.908,,,,,,,,,,,,,,,,,,,,,,bridge,,R748,A,23.4180836002727,88.8350673733636
8490,,.,,,33.201,,,,,,,,,,,,,,,,,,,,,,bridge,,R748,A,23.4175562725,88.83757781
8491,,.,,,38.546,,,,,,,,,,,,,,,,,,,,,,bridge,,R748,A,23.4029223369718,88.8876612234154
8492,,.,,,39.52,,,,,,,,,,,,,,,,,,,,,,bridge,,R748,A,23.3968169170212,88.8944925670212
8493,,.,,,44.354,,,,,,,,,,,,,,,,,,,,,,bridge,,R748,C,23.3886429997572,88.9399177262136
8494,,Khalishpur Bridge,,,44.354,,,,,,,,,,,,,,,,,,,,,,bridge,,R748,C,23.3886429997572,88.9399177262136
