Road,Name,LRP,Offset,Chainage,LRP_2,Offset_2,Chainage_2,(Km),Heavy Truck,Medium Truck,Small Truck,Large Bus,Medium Bus,Micro Bus,Utility,Car,Auto Rickshaw,Motor Cycle,Bi-Cycle,Cycle Rickshaw,Cart,Motorized,Non Motorized,Total AADT,(AADT),type,identified_roads,base_road,condition,lat,lon,Type,Connected_Road1,Connected_Road2,Connected_Road3
,.,,,30.275,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8701,A,22.2629113804733,89.9685205698224,Bridge,,,
,.,,,30.783,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8701,A,22.2584931453608,89.9679810237113,Bridge,,,
,.,,,32.0,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8701,A,22.2484133044776,89.9723543962686,Bridge,,,
,.,,,32.124,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8701,A,22.2475794370967,89.9728355524193,Bridge,,,
,.,,,33.336,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8701,A,22.2370881143808,89.9717067467376,Bridge,,,
,.,,,33.874,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8701,A,22.2323090314999,89.9710744954999,Bridge,,,
,South Gulishakhali Steel Bridge,,,34.694,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8701,C,22.225041137864,89.9699707660194,Bridge,,,
,.,,,34.694,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8701,C,22.225041137864,89.9699707660194,Bridge,,,
,.,,,35.831,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8701,A,22.2150764402309,89.9677692693605,Bridge,,,
,.,,,36.321,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8701,A,22.2108371430962,89.9666719029288,Bridge,,,
,C & B Bridge,,,36.321,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8701,C,22.2108371430962,89.9666719029288,Bridge,,,
,.,,,39.773,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8701,A,22.1815503026666,89.9652225873333,Bridge,,,
,.,,,40.682,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8701,B,22.1735649422018,89.9642244041284,Bridge,,,
,Bashtolar Bridge,,,41.831,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8701,B,22.1636252295865,89.9627793268733,Bridge,,,
,.,,,41.831,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8701,A,22.1636252295865,89.9627793268733,Bridge,,,
,.,,,42.091,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8701,A,22.16101385,89.9623889,Bridge,,,
,.,,,43.213,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8701,A,22.1510410832,89.9641569168,Bridge,,,
,.,,,45.419,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8701,A,22.1321080873913,89.9628097473913,Bridge,,,
,.,,,45.628,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8701,B,22.1301862711538,89.9622734639423,Bridge,,,
,.,,,46.736,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8701,A,22.1210185826196,89.9594588647355,Bridge,,,
,.,,,49.721,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8701,A,22.0956934388461,89.9504446646153,Bridge,,,
,.,,,50.199,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8701,A,22.0914023326612,89.9493846133064,Bridge,,,
,Munshiganj Steel Bridge,,,50.199,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8701,C,22.0914023326612,89.9493846133064,Bridge,,,
,Sluice Gate.,,,52.394,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8701,A,22.0733834086167,89.9559733947845,Bridge,,,
,Sluice Gate.,,,53.288,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8701,A,22.0659352952,89.9594528832,Bridge,,,
,Sluice Gate.,,,53.85,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8701,A,22.0612210706,89.9615447596,Bridge,,,
,Sluice Gate.,,,54.18,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8701,A,22.0585268576,89.9627278716,Bridge,,,
,.,,,55.448,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8701,A,22.048424952697,89.9675083107883,Bridge,,,
Z8702-1,Rajapur-Naikati,LRPS,0.0,0.0,LRP005,770.0,4.8,4.8,0.0,133.0,180.0,55.0,105.0,78.0,45.0,75.0,682.0,613.0,477.0,411.0,0.0,1966.0,888.0,2854.0,2854.0,road,[],Z8702,,22.5704993,90.1359163,Road,,,
,.,,,0.758,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8702,A,22.5719400962666,90.1289344453333,Bridge,,,
,.,,,1.347,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8702,A,22.5747173263313,90.1242020183432,Bridge,,,
,,,,1.347,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8702,C,22.5747173263313,90.1242020183432,Bridge,,,
,.,,,2.111,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8702,A,22.5774765790909,90.1176435336363,Bridge,,,
,.,,,2.646,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8702,A,22.5777450943925,90.1123392413084,Bridge,,,
,.,,,3.358,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8702,A,22.5783491640449,90.1062013224719,Bridge,,,
,.,,,3.935,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8702,A,22.5801645274276,90.1004575270868,Bridge,,,
,.,,,4.118,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8702,A,22.5807256464516,90.0988912780645,Bridge,,,
Z8702-2,Naikati-Chirapara,LRP005,770.0,4.8,LRP009,930.0,8.84,4.04,0.0,63.0,126.0,48.0,82.0,44.0,44.0,36.0,669.0,601.0,249.0,310.0,0.0,1713.0,559.0,2272.0,2272.0,road,[],Z8702,,22.5824993,90.0922219,Road,,,
,.,,,4.878,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8702,A,22.58219936,90.09165524,Bridge,,,
,,,,4.878,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8702,C,22.58219936,90.09165524,Bridge,,,
,.,,,5.372,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8702,A,22.5818054106617,90.0869242867647,Bridge,,,
,.,,,5.915,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8702,A,22.5819581839285,90.0815479553571,Bridge,,,
,.,,,6.626,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8702,A,22.5819763133333,90.0750643054545,Bridge,,,
,,,,6.626,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8702,C,22.5819763133333,90.0750643054545,Bridge,,,
,.,,,7.055,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8702,A,22.5805278315789,90.0709832368421,Bridge,,,
,.,,,8.56,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8702,A,22.5778160940298,90.0569969503731,Bridge,,,
,,,,8.56,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8702,C,22.5778160940298,90.0569969503731,Bridge,,,
Z8702-3,Chirapara-Bekutia Ferryghat East,LRP009,930.0,8.84,LRP012,1526.0,12.466,3.626,0.0,63.0,126.0,48.0,82.0,44.0,44.0,36.0,669.0,601.0,249.0,310.0,0.0,1713.0,559.0,2272.0,2272.0,road,[],Z8702,,22.5763882,90.0545,Road,,,
,.,,,9.047,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8702,A,22.575294892,90.052786696,Bridge,,,
,Kazibari Bridge,,,9.047,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8702,C,22.575294892,90.052786696,Bridge,,,
,Bishwas barir Bridge,,,9.299,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8702,A,22.5751957559471,90.0505724440528,Bridge,,,
,.,,,9.299,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8702,A,22.5751957559471,90.0505724440528,Bridge,,,
,.,,,9.681,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8702,A,22.573390398898,90.047291083471,Bridge,,,
,.,,,9.978,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8702,B,22.5731294435643,90.0438657257425,Bridge,,,
,.,,,10.568,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8702,C,22.5729993,90.0390370134328,Bridge,,,
Z8702-4,Bekutia Ferryghat West-Pirojpur (Fishig Complex),LRP012,1526.0,12.466,LRP012,3700.0,14.648,2.182,0.0,63.0,126.0,48.0,82.0,44.0,44.0,36.0,669.0,601.0,249.0,310.0,0.0,1713.0,559.0,2272.0,2272.0,road,[],Z8702,,22.5845552,90.0259993,Road,,,
,.,,,12.776,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8702,A,22.5843922788643,90.0234730444794,Bridge,,,
,.,,,13.696,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8702,B,22.5857072471698,90.0139606584905,Bridge,,,
,.,,,14.04,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8702,A,22.5866666666666,90.0113888888888,Bridge,,,
Z8703-1,Dhanshiri-Kawkhali,LRPS,0.0,0.0,LRP004,7025.0,11.065,11.065,0.0,63.0,126.0,48.0,82.0,44.0,44.0,36.0,669.0,601.0,249.0,310.0,0.0,1713.0,559.0,2272.0,2272.0,road,[],Z8703,,22.6219993,90.1640278,Road,,,
,.,,,0.422,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8703,A,22.6223570093896,90.159982741784,Bridge,,,
,.,,,0.792,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8703,A,22.6222799572559,90.1564035672823,Bridge,,,
,.,,,0.886,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8703,A,22.6222517988764,90.1555446134831,Bridge,,,
,.,,,0.908,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8703,A,22.6222104266666,90.1554203533333,Bridge,,,
,.,,,1.394,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8703,A,22.6219614133333,90.1512231816666,Bridge,,,
,.,,,1.544,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8703,A,22.6224624395604,90.1501189813186,Bridge,,,
,.,,,1.928,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8703,A,22.6237713450549,90.1473250648351,Bridge,,,
,.,,,2.1,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8703,A,22.6251577064935,90.1470487571428,Bridge,,,
,.,,,2.427,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8703,A,22.625412528125,90.144147215625,Bridge,,,
,.,,,2.936,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8703,A,22.6266212920948,90.1395900375494,Bridge,,,
,.,,,3.738,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8703,A,22.6258960696883,90.1318791878187,Bridge,,,
,.,,,4.631,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8703,A,22.6245834529508,90.1233894478688,Bridge,,,
,.,,,4.968,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8703,A,22.6241342848739,90.1203760789916,Bridge,,,
,.,,,5.442,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8703,A,22.6233780563714,90.1157737771058,Bridge,,,
,,,,5.442,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8703,A,22.6233780563714,90.1157737771058,Bridge,,,
,.,,,5.852,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8703,A,22.6228990521739,90.1118840956521,Bridge,,,
,.,,,6.716,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8703,A,22.6240436519999,90.1038589011428,Bridge,,,
,,,,6.716,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8703,C,22.6240436519999,90.1038589011428,Bridge,,,
,.,,,6.984,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8703,A,22.6239028377777,90.10201914,Bridge,,,
,.,,,7.068,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8703,A,22.62364934,90.10142778,Bridge,,,
,.,,,7.169,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8703,A,22.6230882128571,90.10066624,Bridge,,,
,.,,,7.369,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8703,A,22.6226558772727,90.0988065090909,Bridge,,,
,.,,,7.789,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8703,B,22.6224243259953,90.0948717829039,Bridge,,,
,Kayuudia Bridge,,,7.789,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8703,C,22.6224243259953,90.0948717829039,Bridge,,,
,.,,,8.278,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8703,A,22.621351321875,90.0903637945312,Bridge,,,
,.,,,8.59,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8703,A,22.62107154,90.08746076,Bridge,,,
,.,,,8.936,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8703,C,22.6213579600985,90.0842967753694,Bridge,,,
,.,,,9.111,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8703,A,22.6211831771428,90.0827677066666,Bridge,,,
,.,,,9.785,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8703,A,22.6226131392592,90.0768075333333,Bridge,,,
,.,,,10.526,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8703,A,22.6202007367793,90.0727461652087,Bridge,,,
,.,,,10.86,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8703,A,22.6186111111111,90.07,Bridge,,,
Z8704-1,Jhalokati-Nabagram (Int.with Z8037),LRPS,0.0,0.0,LRP009,550.0,10.25,10.25,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,*  NS,road,['Z8037'],Z8704,,22.6501389,90.1996108,Intersection,Z8037,,
,.,,,0.726,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8704,A,22.6562441621917,90.1982571580822,Bridge,,,
,.,,,1.395,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8704,A,22.6618333,90.1976941,Bridge,,,
,.,,,1.516,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8704,D,22.6630833,90.197333,Bridge,,,
,.,,,2.012,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8704,D,22.6664124115384,90.195125776923,Bridge,,,
,.,,,2.309,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8704,A,22.6690559971153,90.1948084057692,Bridge,,,
,.,,,2.507,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8704,D,22.6706721737704,90.1954534311475,Bridge,,,
,.,,,2.921,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8704,D,22.6740467488524,90.1968296757377,Bridge,,,
,.,,,3.538,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8704,A,22.6792882333333,90.1973600796296,Bridge,,,
,.,,,3.901,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8704,D,22.6825097167391,90.198210955,Bridge,,,
,.,,,4.216,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8704,A,22.6849298293578,90.1995174614678,Bridge,,,
,.,,,4.604,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8704,D,22.6882738777343,90.2003025664062,Bridge,,,
,.,,,4.729,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8704,C,22.6893521736328,90.2005535917968,Bridge,,,
,,,,4.729,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8704,C,22.6893521736328,90.2005535917968,Bridge,,,
,.,,,4.986,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8704,A,22.6913852816666,90.20112964,Bridge,,,
,.,,,5.265,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8704,A,22.6927219,90.2029444,Bridge,,,
,.,,,5.573,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8704,D,22.6947310991179,90.2038971285556,Bridge,,,
,.,,,5.823,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8704,C,22.6963619425578,90.2046704471885,Bridge,,,
,,,,5.823,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8704,D,22.6963619425578,90.2046704471885,Bridge,,,
,.,,,6.448,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8704,A,22.7007778,90.20675,Bridge,,,
,.,,,6.951,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8704,A,22.7047222,90.2064444,Bridge,,,
,,,,6.951,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8704,A,22.7047222,90.2064444,Bridge,,,
,.,,,7.134,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8704,C,22.7061553237974,90.2069497875949,Bridge,,,
,.,,,7.357,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8704,A,22.7078333,90.2073889,Bridge,,,
,.,,,7.573,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8704,A,22.7097729,90.2078871718,Bridge,,,
,.,,,7.912,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8704,C,22.7124849,90.2085368992,Bridge,,,
,,,,7.912,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8704,D,22.7124849,90.2085368992,Bridge,,,
,.,,,8.086,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8704,C,22.7138769,90.2088703876,Bridge,,,
,.,,,8.9,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8704,B,22.7198049,90.2100833,Bridge,,,
,.,,,9.209,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8704,A,22.722090225375,90.210609024875,Bridge,,,
,.,,,9.497,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8704,D,22.724220237375,90.211099020875,Bridge,,,
,.,,,9.683,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8704,B,22.725595870125,90.211415476625,Bridge,,,
,,,,9.683,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8704,C,22.725595870125,90.211415476625,Bridge,,,
,,,,10.128,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8704,B,22.7281104,90.2089444,Bridge,,,
Z8704-2,Nabagram(Int.with Z8037)-Ekshirapur,LRP009,550.0,10.25,LRP009,8866.0,18.566,8.316,0.0,0.0,2.0,0.0,40.0,2.0,1.0,0.0,384.0,649.0,228.0,190.0,0.0,1078.0,418.0,1496.0,1496.0,road,['Z8037'],Z8704,,22.7285271,90.2080278,Intersection,Z8037,,
,Brick Field Bridge,,,10.905,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8704,A,22.734097843307,90.2074421368766,Bridge,,,
,.,,,10.905,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8704,D,22.734097843307,90.2074421368766,Bridge,,,
,.,,,11.856,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8704,A,22.74202284,90.2049833633333,Bridge,,,
,.,,,11.904,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8704,A,22.74244876,90.2049611366666,Bridge,,,
,.,,,12.665,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8704,A,22.7487788842105,90.2043509105263,Bridge,,,
,.,,,12.816,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8704,A,22.74991088,90.20365004,Bridge,,,
,.,,,13.958,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8704,A,22.75623314,90.1961970635714,Bridge,,,
,.,,,14.295,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8704,B,22.757081364,90.193003255,Bridge,,,
,.,,,14.579,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8704,A,22.7578229447999,90.1902737309999,Bridge,,,
,.,,,15.362,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8704,A,22.7628825599999,90.1886231805714,Bridge,,,
,,,,16.115,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8704,A,22.7649734326086,90.1858233021739,Bridge,,,
,.,,,16.115,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8704,A,22.7649734326086,90.1858233021739,Bridge,,,
,.,,,16.567,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8704,A,22.7659441554999,90.1816350055,Bridge,,,
,.,,,16.806,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8704,A,22.7660099666666,90.1798304,Bridge,,,
,.,,,16.93,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8704,A,22.7667937217687,90.17969732517,Bridge,,,
,.,,,18.088,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8704,A,22.7728055555555,90.1806111111111,Bridge,,,
Z8705-1,Bhandaria-Paikkhali(int.with Z8706),LRPS,0.0,0.0,LRP003,156.0,3.196,3.196,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,*  NS,road,['Z8706'],Z8705,,22.4844441,90.0655,Intersection,Z8706,,
,Bhubaneswar Bridge,,,0.421,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8705,B,22.4824029254901,90.0682030352941,Bridge,,,
,.,,,0.421,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8705,B,22.4824029254901,90.0682030352941,Bridge,,,
,.,,,1.084,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8705,A,22.47903233,90.073392345,Bridge,,,
,.,,,1.405,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8705,A,22.477234876923,90.0759603384615,Bridge,,,
,.,,,1.679,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8705,A,22.4764553229166,90.0783931225,Bridge,,,
,.,,,1.917,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8705,A,22.4759013,90.080539313,Bridge,,,
,.,,,2.683,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8705,A,22.4717203145454,90.0848853163636,Bridge,,,
,.,,,3.005,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8705,A,22.4690404228813,90.0860650251412,Bridge,,,
Z8705-2,Paikkhali(int.with Z8706)-Binapani(int.with Z8052),LRP003,156.0,3.196,LRP007,465.0,7.505,4.309,0.0,50.0,89.0,84.0,67.0,39.0,25.0,38.0,662.0,494.0,209.0,241.0,0.0,1548.0,450.0,1998.0,1998.0,road,"['Z8706', 'Z8052']",Z8705,,22.4672771,90.0862497,Intersection,Z8706,Z8052,
,.,,,3.219,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8705,A,22.4670805384615,90.0862251076923,Bridge,,,
,.,,,6.105,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8705,C,22.4492428023529,90.1054411447058,Bridge,,,
,.,,,6.939,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8705,A,22.4447390541666,90.111273835,Bridge,,,
,.,,,7.1,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8705,A,22.4433933552147,90.1123798288343,Bridge,,,
,,,,7.46,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8705,B,22.4404870590909,90.1137197090909,Bridge,,,
,.,,,7.46,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8705,A,22.4404870590909,90.1137197090909,Bridge,,,
Z8705-3,Binapani(int.with Z8052)-Bandakada(int.with Z8740),LRP007,465.0,7.505,LRP007,2960.0,10.0,2.495,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,*  NS,road,"['Z8052', 'Z8740']",Z8705,,22.4399163,90.1139167,Intersection,Z8052,Z8740,
,.,,,8.0,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8705,B,22.4357681833333,90.1149490333333,Bridge,,,
,,,,8.0,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8705,C,22.4357681833333,90.1149490333333,Bridge,,,
,.,,,8.859,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8705,B,22.4287478216216,90.1147713972973,Bridge,,,
,,,,9.136,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8705,A,22.4263219061224,90.1156054306122,Bridge,,,
,.,,,9.136,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8705,A,22.4263219061224,90.1156054306122,Bridge,,,
Z8705-4,Bandakada(int.with Z8740)-Kanthalia,LRP007,2960.0,10.0,LRP011,815.0,11.885,1.885,0.0,50.0,89.0,84.0,67.0,39.0,25.0,38.0,662.0,494.0,209.0,241.0,0.0,1548.0,450.0,1998.0,1998.0,road,['Z8740'],Z8705,,22.4182771,90.1181104,Intersection,Z8740,,
,,,,10.198,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8705,B,22.4171584636363,90.1183579272727,Bridge,,,
,.,,,11.362,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8705,B,22.4072222222222,90.1211111111111,Bridge,,,
Z8706-1,Centerhat-Paikhali,LRPS,0.0,0.0,LRPS,7600.0,7.6,7.6,0.0,35.0,86.0,0.0,0.0,25.0,32.0,27.0,596.0,650.0,282.0,293.0,0.0,1451.0,575.0,2026.0,2026.0,road,[],Z8706,,22.4468608,90.1484163,Road,,,
Z8708-1,Rajapur-Mirerhat (int.with Z8062),LRPS,0.0,0.0,LRPS,5840.0,5.84,5.84,0.0,22.0,47.0,0.0,0.0,21.0,16.0,20.0,505.0,521.0,276.0,225.0,5.0,1152.0,506.0,1658.0,1658.0,road,['Z8062'],Z8708,,22.5666111,90.1436108,Intersection,Z8062,,
,.,,,0.404,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,B,22.5634938472222,90.1438705944444,Bridge,,,
,.,,,1.064,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,A,22.5576505736842,90.1452365315789,Bridge,,,
,.,,,1.807,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,C,22.5521158167812,90.144700518707,Bridge,,,
,,,,1.807,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,C,22.5521158167812,90.144700518707,Bridge,,,
,.,,,2.628,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,A,22.5447894255813,90.1436809437209,Bridge,,,
,.,,,3.052,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,C,22.5411515882352,90.1446663,Bridge,,,
,.,,,3.507,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,A,22.5371623642857,90.1446465357142,Bridge,,,
,.,,,4.144,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,A,22.532705219178,90.1479304013698,Bridge,,,
,,,,4.675,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,A,22.5281118987084,90.1485948090405,Bridge,,,
,.,,,4.675,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,A,22.5281118987084,90.1485948090405,Bridge,,,
,.,,,5.139,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,B,22.5240709294871,90.1476248237179,Bridge,,,
,,,,5.516,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,A,22.520744832258,90.1474745870967,Bridge,,,
,.,,,5.516,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,A,22.520744832258,90.1474745870967,Bridge,,,
,.,,,5.699,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,A,22.5191259948979,90.1476609540816,Bridge,,,
Z8708-2,Mirerhat(int.with Z8062)-Centerhat,LRPS,5840.0,5.84,LRPS,11650.0,11.65,5.81,0.0,7.0,16.0,0.0,0.0,6.0,2.0,5.0,339.0,397.0,467.0,383.0,0.0,772.0,850.0,1622.0,1622.0,road,['Z8062'],Z8708,,22.5178604,90.1478608,Intersection,Z8062,,
,.,,,6.322,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,A,22.5151861017647,90.1451452882353,Bridge,,,
,.,,,6.978,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,A,22.5133932340836,90.1395612263665,Bridge,,,
,.,,,7.817,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,A,22.5061984982876,90.1391366018835,Bridge,,,
,,,,7.817,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,B,22.5061984982876,90.1391366018835,Bridge,,,
,.,,,8.182,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,A,22.5032640647668,90.1397322823834,Bridge,,,
